"Título de trazado: 21500626 -5"
"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 21500626, SEN S/N: 21500626)"	"Botón abajo (LGR S/N: 21500626, SEN S/N: 21500626)"	"Botón arriba (LGR S/N: 21500626, SEN S/N: 21500626)"	"Host conectado (LGR S/N: 21500626, SEN S/N: 21500626)"	"Final de archivo (LGR S/N: 21500626, SEN S/N: 21500626)"
2085	19/09/23	10:00:00	26.51				
2086	19/09/23	11:00:00	26.55				
2087	19/09/23	12:00:00	26.64				
2088	19/09/23	13:00:00	26.68				
2089	19/09/23	14:00:00	26.68				
2090	19/09/23	15:00:00	26.68				
2091	19/09/23	16:00:00	26.68				
2092	19/09/23	17:00:00	26.64				
2093	19/09/23	18:00:00	26.60				
2094	19/09/23	19:00:00	26.64				
2095	19/09/23	20:00:00	26.60				
2096	19/09/23	21:00:00	26.51				
2097	19/09/23	22:00:00	26.51				
2098	19/09/23	23:00:00	26.55				
2099	20/09/23	00:00:00	26.55				
2100	20/09/23	01:00:00	26.55				
2101	20/09/23	02:00:00	26.47				
2102	20/09/23	03:00:00	26.42				
2103	20/09/23	04:00:00	26.47				
2104	20/09/23	05:00:00	26.42				
2105	20/09/23	06:00:00	26.42				
2106	20/09/23	07:00:00	26.47				
2107	20/09/23	08:00:00	26.38				
2108	20/09/23	09:00:00	26.42				
2109	20/09/23	10:00:00	26.34				
2110	20/09/23	11:00:00	26.51				
2111	20/09/23	12:00:00	26.64				
2112	20/09/23	13:00:00	26.72				
2113	20/09/23	14:00:00	26.81				
2114	20/09/23	15:00:00	26.85				
2115	20/09/23	16:00:00	26.72				
2116	20/09/23	17:00:00	26.72				
2117	20/09/23	18:00:00	26.60				
2118	20/09/23	19:00:00	26.55				
2119	20/09/23	20:00:00	26.51				
2120	20/09/23	21:00:00	26.47				
2121	20/09/23	22:00:00	26.47				
2122	20/09/23	23:00:00	26.47				
2123	21/09/23	00:00:00	26.47				
2124	21/09/23	01:00:00	26.30				
2125	21/09/23	02:00:00	26.21				
2126	21/09/23	03:00:00	26.08				
2127	21/09/23	04:00:00	25.95				
2128	21/09/23	05:00:00	26.12				
2129	21/09/23	06:00:00	26.21				
2130	21/09/23	07:00:00	26.04				
2131	21/09/23	08:00:00	26.21				
2132	21/09/23	09:00:00	26.30				
2133	21/09/23	10:00:00	26.38				
2134	21/09/23	11:00:00	26.34				
2135	21/09/23	12:00:00	26.38				
2136	21/09/23	13:00:00	26.42				
2137	21/09/23	14:00:00	26.60				
2138	21/09/23	15:00:00	26.55				
2139	21/09/23	16:00:00	26.55				
2140	21/09/23	17:00:00	26.51				
2141	21/09/23	18:00:00	26.47				
2142	21/09/23	19:00:00	26.42				
2143	21/09/23	20:00:00	26.38				
2144	21/09/23	21:00:00	26.34				
2145	21/09/23	22:00:00	26.30				
2146	21/09/23	23:00:00	25.99				
2147	22/09/23	00:00:00	25.22				
2148	22/09/23	01:00:00	25.52				
2149	22/09/23	02:00:00	25.82				
2150	22/09/23	03:00:00	26.08				
2151	22/09/23	04:00:00	25.99				
2152	22/09/23	05:00:00	26.04				
2153	22/09/23	06:00:00	26.04				
2154	22/09/23	07:00:00	26.04				
2155	22/09/23	08:00:00	25.95				
2156	22/09/23	09:00:00	25.87				
2157	22/09/23	10:00:00	25.82				
2158	22/09/23	11:00:00	25.82				
2159	22/09/23	12:00:00	25.82				
2160	22/09/23	13:00:00	25.91				
2161	22/09/23	14:00:00	25.95				
2162	22/09/23	15:00:00	26.04				
2163	22/09/23	16:00:00	26.04				
2164	22/09/23	17:00:00	25.99				
2165	22/09/23	18:00:00	25.95				
2166	22/09/23	19:00:00	25.95				
2167	22/09/23	20:00:00	25.95				
2168	22/09/23	21:00:00	25.91				
2169	22/09/23	22:00:00	25.91				
2170	22/09/23	23:00:00	25.91				
2171	23/09/23	00:00:00	25.91				
2172	23/09/23	01:00:00	25.87				
2173	23/09/23	02:00:00	25.87				
2174	23/09/23	03:00:00	25.74				
2175	23/09/23	04:00:00	25.69				
2176	23/09/23	05:00:00	25.57				
2177	23/09/23	06:00:00	25.61				
2178	23/09/23	07:00:00	25.57				
2179	23/09/23	08:00:00	25.48				
2180	23/09/23	09:00:00	25.52				
2181	23/09/23	10:00:00	25.52				
2182	23/09/23	11:00:00	25.35				
2183	23/09/23	12:00:00	25.74				
2184	23/09/23	13:00:00	25.87				
2185	23/09/23	14:00:00	25.91				
2186	23/09/23	15:00:00	25.95				
2187	23/09/23	16:00:00	25.87				
2188	23/09/23	17:00:00	25.87				
2189	23/09/23	18:00:00	25.87				
2190	23/09/23	19:00:00	25.87				
2191	23/09/23	20:00:00	25.91				
2192	23/09/23	21:00:00	25.91				
2193	23/09/23	22:00:00	25.82				
2194	23/09/23	23:00:00	25.74				
2195	24/09/23	00:00:00	25.74				
2196	24/09/23	01:00:00	25.74				
2197	24/09/23	02:00:00	25.74				
2198	24/09/23	03:00:00	25.74				
2199	24/09/23	04:00:00	25.78				
2200	24/09/23	05:00:00	25.74				
2201	24/09/23	06:00:00	25.61				
2202	24/09/23	07:00:00	25.48				
2203	24/09/23	08:00:00	25.44				
2204	24/09/23	09:00:00	25.48				
2205	24/09/23	10:00:00	25.69				
2206	24/09/23	11:00:00	25.74				
2207	24/09/23	12:00:00	25.91				
2208	24/09/23	13:00:00	25.99				
2209	24/09/23	14:00:00	25.99				
2210	24/09/23	15:00:00	25.95				
2211	24/09/23	16:00:00	25.99				
2212	24/09/23	17:00:00	25.95				
2213	24/09/23	18:00:00	25.91				
2214	24/09/23	19:00:00	25.91				
2215	24/09/23	20:00:00	25.91				
2216	24/09/23	21:00:00	25.87				
2217	24/09/23	22:00:00	25.87				
2218	24/09/23	23:00:00	25.78				
2219	25/09/23	00:00:00	25.78				
2220	25/09/23	01:00:00	25.78				
2221	25/09/23	02:00:00	25.78				
2222	25/09/23	03:00:00	25.69				
2223	25/09/23	04:00:00	25.65				
2224	25/09/23	05:00:00	25.61				
2225	25/09/23	06:00:00	25.69				
2226	25/09/23	07:00:00	25.74				
2227	25/09/23	08:00:00	25.61				
2228	25/09/23	09:00:00	25.52				
2229	25/09/23	10:00:00	25.65				
2230	25/09/23	11:00:00	25.78				
2231	25/09/23	12:00:00	25.91				
2232	25/09/23	13:00:00	25.99				
2233	25/09/23	14:00:00	25.95				
2234	25/09/23	15:00:00	25.95				
2235	25/09/23	16:00:00	25.87				
2236	25/09/23	17:00:00	25.87				
2237	25/09/23	18:00:00	25.87				
2238	25/09/23	19:00:00	25.87				
2239	25/09/23	20:00:00	25.78				
2240	25/09/23	21:00:00	25.78				
2241	25/09/23	22:00:00	25.78				
2242	25/09/23	23:00:00	25.69				
2243	26/09/23	00:00:00	25.61				
2244	26/09/23	01:00:00	25.65				
2245	26/09/23	02:00:00	25.65				
2246	26/09/23	03:00:00	25.57				
2247	26/09/23	04:00:00	25.52				
2248	26/09/23	05:00:00	25.57				
2249	26/09/23	06:00:00	25.52				
2250	26/09/23	07:00:00	25.48				
2251	26/09/23	08:00:00	25.44				
2252	26/09/23	09:00:00	25.44				
2253	26/09/23	10:00:00	25.39				
2254	26/09/23	11:00:00	25.52				
2255	26/09/23	11:45:37			Registrado		
2256	26/09/23	12:00:00	25.39				
2257	26/09/23	13:00:00	30.11				
2258	26/09/23	14:00:00	30.46				
2259	26/09/23	15:00:00	28.83				
2260	26/09/23	16:00:00	26.90				
2261	26/09/23	17:00:00	25.91				
2262	26/09/23	18:00:00	25.31				
2263	26/09/23	19:00:00	24.75				
2264	26/09/23	20:00:00	24.24				
2265	26/09/23	21:00:00	23.76				
2266	26/09/23	22:00:00	23.55				
2267	26/09/23	23:00:00	23.42				
2268	27/09/23	00:00:00	23.38				
2269	27/09/23	01:00:00	23.51				
2270	27/09/23	02:00:00	23.55				
2271	27/09/23	03:00:00	23.34				
2272	27/09/23	04:00:00	23.03				
2273	27/09/23	05:00:00	22.69				
2274	27/09/23	06:00:00	22.35				
2275	27/09/23	07:00:00	22.18				
2276	27/09/23	08:00:00	22.35				
2277	27/09/23	08:52:33		Registrado	Registrado		
2278	27/09/23	08:52:39				Registrado	Registrado
